"GF TEAM","PURPLE","ADULT","MALE","LIGHT","1"
"GF TEAM","BLACK","MASTER 1","MALE","ULTRA HEAVY","1"
"GF TEAM","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"GF TEAM","BLACK","ADULT","MALE","ULTRA HEAVY","1"
"GF TEAM","PURPLE","ADULT","MALE","ROOSTER","1"
"GF TEAM","BLUE","JUVENILE 2","FEMALE","MIDDLE","1"
"GF TEAM","PURPLE","MASTER 1","MALE","MIDDLE","1"
"GF TEAM","BLACK","ADULT","MALE","SUPER HEAVY","1"
"GF TEAM","PURPLE","ADULT","MALE","SUPER HEAVY","1"
"GF TEAM","BLACK","MASTER 1","MALE","SUPER HEAVY","1"
"GF TEAM","BLUE","MASTER 1","FEMALE","LIGHT","1"
"GF TEAM","BLUE","ADULT","MALE","LIGHT","1"
"TEAM LAGARTO","BLACK","ADULT","MALE","MIDDLE","1"
"TEAM LAGARTO","BLUE","ADULT","MALE","HEAVY","1"
"TEAM LAGARTO","PURPLE","ADULT","MALE","LIGHT","1"
"TEAM LAGARTO","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"TEAM LAGARTO","WHITE","MASTER 1","MALE","MIDDLE","1"
"TEAM LAGARTO","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"TEAM LAGARTO","BLUE","MASTER 1","FEMALE","MEDIUM HEAVY","1"
"TEAM LAGARTO","BLUE","MASTER 1","MALE","MIDDLE","1"
"TEAM LAGARTO","PURPLE","ADULT","MALE","HEAVY","1"
"TEAM LAGARTO","PURPLE","ADULT","MALE","MIDDLE","1"
"TEAM LAGARTO","BLUE","MASTER 1","MALE","LIGHT","1"
"GLADIUS MMA","PURPLE","ADULT","MALE","MIDDLE","1"
"GLADIUS MMA","WHITE","MASTER 1","MALE","SUPER HEAVY","1"
"GLADIUS MMA","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"GLADIUS MMA","WHITE","ADULT","MALE","LIGHT","1"
"GLADIUS MMA","BLUE","JUVENILE 2","MALE","LIGHT","1"
"GF TEAM INTERNATIONAL","BLUE","ADULT","MALE","MIDDLE","1"
"GF TEAM INTERNATIONAL","BROWN","MASTER 2","MALE","MEDIUM HEAVY","1"
"GF TEAM INTERNATIONAL","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"GF TEAM INTERNATIONAL","BLUE","ADULT","MALE","HEAVY","1"
"GF TEAM INTERNATIONAL","BLUE","MASTER 3","MALE","FEATHER","1"
"GF TEAM INTERNATIONAL","WHITE","ADULT","FEMALE","MEDIUM HEAVY","1"
"GF TEAM INTERNATIONAL","BROWN","MASTER 1","MALE","LIGHT","1"
"GF TEAM INTERNATIONAL","BLUE","MASTER 1","MALE","SUPER HEAVY","1"
"GF TEAM INTERNATIONAL","BLUE","ADULT","MALE","ULTRA HEAVY","1"
"GF TEAM INTERNATIONAL","WHITE","ADULT","FEMALE","LIGHT FEATHER","1"
"GF TEAM INTERNATIONAL","PURPLE","ADULT","MALE","HEAVY","1"
"GF TEAM INTERNATIONAL","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"GF TEAM INTERNATIONAL","BLUE","ADULT","FEMALE","HEAVY","1"
"GF TEAM INTERNATIONAL","BLACK","MASTER 3","MALE","MEDIUM HEAVY","1"
"GF TEAM INTERNATIONAL","BLUE","ADULT","MALE","LIGHT","1"
"2 BROTHERS BFC","WHITE","MASTER 1","MALE","ULTRA HEAVY","1"
"2 BROTHERS BFC","BLACK","MASTER 2","MALE","FEATHER","1"
"2 BROTHERS BFC","BROWN","ADULT","MALE","MIDDLE","1"
"2 BROTHERS BFC","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"Z MARIO TEAM","BLACK","ADULT","MALE","FEATHER","1"
"TROPA DE ELITE","BROWN","ADULT","MALE","MIDDLE","1"
"TROPA DE ELITE","BLACK","ADULT","MALE","MEDIUM HEAVY","1"
"TROPA DE ELITE","BLUE","MASTER 1","MALE","FEATHER","1"
"TROPA DE ELITE","PURPLE","MASTER 1","MALE","MEDIUM HEAVY","1"
"TROPA DE ELITE","PURPLE","MASTER 1","MALE","HEAVY","1"
"TROPA DE ELITE","BLUE","ADULT","MALE","FEATHER","1"
"GRACIE BARRA INTERNATIONAL","WHITE","ADULT","MALE","HEAVY","1"
"GRACIE BARRA INTERNATIONAL","WHITE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA INTERNATIONAL","BLUE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA INTERNATIONAL","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"GRACIE BARRA INTERNATIONAL","BLUE","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA INTERNATIONAL","PURPLE","ADULT","MALE","LIGHT","2"
"GRACIE BARRA INTERNATIONAL","WHITE","ADULT","MALE","LIGHT","2"
"GRACIE BARRA INTERNATIONAL","PURPLE","ADULT","MALE","MIDDLE","2"
"GRACIE BARRA INTERNATIONAL","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"GRACIE BARRA INTERNATIONAL","BLUE","ADULT","MALE","LIGHT","2"
"TEAM TATAME","BLACK","MASTER 3","MALE","MIDDLE","1"
"TEAM TATAME","PURPLE","MASTER 1","MALE","FEATHER","1"
"TEAM TATAME","WHITE","ADULT","MALE","LIGHT","1"
"TEAM TATAME","BROWN","MASTER 2","MALE","LIGHT","1"
"TEAM TATAME","PURPLE","ADULT","MALE","LIGHT","1"
"GRACIE HUMAITA INTERNATIONAL","PURPLE","ADULT","MALE","FEATHER","1"
"GRACIE HUMAITA INTERNATIONAL","WHITE","MASTER 1","MALE","HEAVY","1"
"GRACIE HUMAITA INTERNATIONAL","BLUE","MASTER 1","MALE","LIGHT","1"
"GRACIE HUMAITA INTERNATIONAL","BROWN","ADULT","FEMALE","FEATHER","1"
"GRACIE HUMAITA INTERNATIONAL","BLACK","MASTER 2","MALE","MEDIUM HEAVY","1"
"ATOS JIU-JITSU","WHITE","MASTER 1","MALE","ULTRA HEAVY","1"
"ATOS JIU-JITSU","PURPLE","ADULT","MALE","FEATHER","2"
"ATOS JIU-JITSU","BLACK","ADULT","MALE","MIDDLE","2"
"ATOS JIU-JITSU","BLACK","ADULT","MALE","FEATHER","1"
"ATOS JIU-JITSU","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"ATOS JIU-JITSU","BLUE","ADULT","MALE","HEAVY","1"
"ATOS JIU-JITSU","BLACK","ADULT","MALE","ULTRA HEAVY","1"
"ATOS JIU-JITSU","BLUE","MASTER 4","MALE","HEAVY","1"
"ATOS JIU-JITSU","WHITE","ADULT","FEMALE","MEDIUM HEAVY","1"
"ATOS JIU-JITSU","PURPLE","MASTER 1","MALE","FEATHER","1"
"ATOS JIU-JITSU","BLACK","ADULT","MALE","MEDIUM HEAVY","2"
"ATOS JIU-JITSU","WHITE","ADULT","FEMALE","LIGHT FEATHER","1"
"ATOS JIU-JITSU","WHITE","MASTER 2","MALE","MEDIUM HEAVY","1"
"ATOS JIU-JITSU","PURPLE","MASTER 5","MALE","LIGHT","1"
"ATOS JIU-JITSU","BLACK","ADULT","MALE","SUPER HEAVY","1"
"ATOS JIU-JITSU","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"ATOS JIU-JITSU","BLUE","MASTER 1","MALE","MEDIUM HEAVY","1"
"MAURO CHUENG JIU-JITSU","WHITE","ADULT","MALE","SUPER HEAVY","1"
"MAURO CHUENG JIU-JITSU","WHITE","MASTER 1","MALE","MIDDLE","1"
"PANTERA NEGRA JIU-JITSU","PURPLE","ADULT","MALE","FEATHER","1"
"PANTERA NEGRA JIU-JITSU","BLACK","MASTER 1","MALE","FEATHER","1"
"PANTERA NEGRA JIU-JITSU","BLUE","ADULT","MALE","MIDDLE","1"
"TEAM NOGUEIRA","PURPLE","ADULT","MALE","SUPER HEAVY","1"
"TEAM NOGUEIRA","PURPLE","ADULT","FEMALE","MEDIUM HEAVY","1"
"TEAM NOGUEIRA","PURPLE","ADULT","MALE","LIGHT","1"
"AKADEMI NORD","WHITE","MASTER 1","MALE","MIDDLE","1"
"AKADEMI NORD","BROWN","ADULT","MALE","MIDDLE","1"
"AKADEMI NORD","PURPLE","ADULT","MALE","HEAVY","1"
"CARLOS VARONA BJJ","WHITE","MASTER 1","MALE","HEAVY","2"
"CARLOS VARONA BJJ","BROWN","MASTER 1","MALE","MEDIUM HEAVY","1"
"CARLOS VARONA BJJ","WHITE","MASTER 1","MALE","LIGHT","1"
"CARLOS VARONA BJJ","WHITE","ADULT","MALE","MEDIUM HEAVY","2"
"CARLOS VARONA BJJ","WHITE","ADULT","FEMALE","FEATHER","1"
"CARLOS VARONA BJJ","BLUE","MASTER 3","MALE","LIGHT","1"
"CARLOS VARONA BJJ","WHITE","ADULT","FEMALE","MIDDLE","1"
"CARLOS VARONA BJJ","WHITE","ADULT","MALE","LIGHT","1"
"CARLOS VARONA BJJ","WHITE","MASTER 2","MALE","HEAVY","1"
"CARLOS VARONA BJJ","BLACK","MASTER 2","MALE","ULTRA HEAVY","1"
"PRO FIGHTING ROMA","BLACK","MASTER 4","MALE","HEAVY","1"
"PRO FIGHTING ROMA","BLUE","MASTER 2","MALE","LIGHT","1"
"YAMASAKI ACADEMY GOTHENBURG","BLACK","ADULT","MALE","LIGHT","1"
"YAMASAKI ACADEMY GOTHENBURG","WHITE","ADULT","FEMALE","LIGHT","1"
"YAMASAKI ACADEMY GOTHENBURG","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"RIBEIRO JIU-JITSU","WHITE","ADULT","MALE","HEAVY","1"
"RIBEIRO JIU-JITSU","BROWN","ADULT","MALE","MIDDLE","1"
"RIBEIRO JIU-JITSU","BLUE","ADULT","MALE","HEAVY","2"
"RIBEIRO JIU-JITSU","WHITE","ADULT","MALE","LIGHT FEATHER","2"
"RIBEIRO JIU-JITSU","BLACK","ADULT","MALE","HEAVY","1"
"RIBEIRO JIU-JITSU","BROWN","MASTER 2","MALE","HEAVY","1"
"RIBEIRO JIU-JITSU","BLACK","MASTER 5","MALE","MEDIUM HEAVY","1"
"RIBEIRO JIU-JITSU","BLUE","MASTER 1","FEMALE","LIGHT","1"
"RIBEIRO JIU-JITSU","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"RIBEIRO JIU-JITSU","BLUE","MASTER 3","MALE","MIDDLE","1"
"RIBEIRO JIU-JITSU","BLUE","ADULT","FEMALE","LIGHT FEATHER","1"
"RIBEIRO JIU-JITSU","PURPLE","ADULT","MALE","LIGHT","2"
"RIBEIRO JIU-JITSU","BROWN","MASTER 3","MALE","MEDIUM HEAVY","1"
"RIBEIRO JIU-JITSU","PURPLE","MASTER 1","MALE","MIDDLE","2"
"RIBEIRO JIU-JITSU","WHITE","ADULT","MALE","SUPER HEAVY","1"
"RIBEIRO JIU-JITSU","PURPLE","ADULT","MALE","HEAVY","1"
"RIBEIRO JIU-JITSU","BLUE","ADULT","MALE","FEATHER","1"
"RIBEIRO JIU-JITSU","BLACK","MASTER 3","MALE","FEATHER","1"
"RIBEIRO JIU-JITSU","WHITE","ADULT","MALE","MIDDLE","1"
"RIBEIRO JIU-JITSU","BLACK","ADULT","MALE","FEATHER","1"
"RIBEIRO JIU-JITSU","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"RIBEIRO JIU-JITSU","BLACK","MASTER 4","MALE","LIGHT","1"
"RIBEIRO JIU-JITSU","BLUE","ADULT","MALE","SUPER HEAVY","1"
"RIBEIRO JIU-JITSU","PURPLE","ADULT","FEMALE","LIGHT","2"
"RIBEIRO JIU-JITSU","BLACK","ADULT","MALE","SUPER HEAVY","2"
"RIBEIRO JIU-JITSU","PURPLE","ADULT","MALE","SUPER HEAVY","1"
"RIBEIRO JIU-JITSU","BLACK","MASTER 6","MALE","LIGHT","1"
"RIBEIRO JIU-JITSU","BLACK","MASTER 3","MALE","MEDIUM HEAVY","1"
"RIBEIRO JIU-JITSU","BLACK","MASTER 2","MALE","ULTRA HEAVY","1"
"RIBEIRO JIU-JITSU","BLUE","JUVENILE 2","MALE","FEATHER","1"
"RIBEIRO JIU-JITSU","BLACK","MASTER 2","MALE","MIDDLE","1"
"RIBEIRO JIU-JITSU","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"RIBEIRO JIU-JITSU","PURPLE","MASTER 2","MALE","MIDDLE","1"
"RIBEIRO JIU-JITSU","PURPLE","ADULT","MALE","MEDIUM HEAVY","2"
"RIBEIRO JIU-JITSU","BLUE","MASTER 1","MALE","SUPER HEAVY","1"
"RIBEIRO JIU-JITSU","BLUE","ADULT","MALE","ULTRA HEAVY","1"
"RIBEIRO JIU-JITSU","BLUE","MASTER 1","MALE","HEAVY","2"
"RIBEIRO JIU-JITSU","BROWN","MASTER 2","MALE","LIGHT","1"
"RIBEIRO JIU-JITSU","PURPLE","ADULT","FEMALE","HEAVY","1"
"RIBEIRO JIU-JITSU","WHITE","ADULT","MALE","FEATHER","1"
"RIBEIRO JIU-JITSU","PURPLE","ADULT","MALE","MIDDLE","2"
"RIBEIRO JIU-JITSU","BLUE","MASTER 3","MALE","LIGHT","1"
"RIBEIRO JIU-JITSU","BLUE","ADULT","MALE","LIGHT","2"
"ASES JIU JITSU","WHITE","ADULT","MALE","MEDIUM HEAVY","1"
"ASES JIU JITSU","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"ASES JIU JITSU","BLUE","ADULT","MALE","FEATHER","1"
"ASES JIU JITSU","WHITE","ADULT","MALE","FEATHER","1"
"ASES JIU JITSU","BLUE","MASTER 2","MALE","MEDIUM HEAVY","1"
"ASES JIU JITSU","BLUE","MASTER 1","MALE","MEDIUM HEAVY","1"
"BOCA TEAM","PURPLE","MASTER 1","MALE","MIDDLE","1"
"ASEAN BJJF","BLUE","JUVENILE 2","MALE","LIGHT","1"
"REINALDO RIBEIRO TEAM JJ","PURPLE","MASTER 2","MALE","LIGHT","1"
"REINALDO RIBEIRO TEAM JJ","BLUE","ADULT","MALE","MIDDLE","1"
"EMIRATES JIU-JITSU CENTER","BLUE","MASTER 1","MALE","LIGHT","1"
"EMIRATES JIU-JITSU CENTER","BROWN","MASTER 1","MALE","FEATHER","2"
"EMIRATES JIU-JITSU CENTER","BROWN","MASTER 1","MALE","ULTRA HEAVY","1"
"EMIRATES JIU-JITSU CENTER","BLUE","ADULT","MALE","LIGHT FEATHER","2"
"EMIRATES JIU-JITSU CENTER","BLUE","MASTER 1","MALE","MEDIUM HEAVY","1"
"EMIRATES JIU-JITSU CENTER","BLACK","MASTER 1","MALE","MIDDLE","1"
"EMIRATES JIU-JITSU CENTER","BLUE","ADULT","FEMALE","LIGHT FEATHER","2"
"EMIRATES JIU-JITSU CENTER","PURPLE","ADULT","MALE","LIGHT","2"
"EMIRATES JIU-JITSU CENTER","PURPLE","MASTER 6","MALE","ULTRA HEAVY","1"
"EMIRATES JIU-JITSU CENTER","PURPLE","MASTER 1","MALE","MIDDLE","1"
"EMIRATES JIU-JITSU CENTER","BROWN","MASTER 3","MALE","HEAVY","1"
"EMIRATES JIU-JITSU CENTER","PURPLE","MASTER 2","MALE","HEAVY","1"
"EMIRATES JIU-JITSU CENTER","BLUE","ADULT","MALE","FEATHER","2"
"EMIRATES JIU-JITSU CENTER","BLUE","ADULT","MALE","MIDDLE","1"
"EMIRATES JIU-JITSU CENTER","PURPLE","MASTER 2","MALE","MEDIUM HEAVY","1"
"EMIRATES JIU-JITSU CENTER","BLUE","JUVENILE 1","MALE","HEAVY","1"
"EMIRATES JIU-JITSU CENTER","BROWN","MASTER 1","MALE","LIGHT","1"
"EMIRATES JIU-JITSU CENTER","WHITE","ADULT","MALE","LIGHT","1"
"EMIRATES JIU-JITSU CENTER","PURPLE","MASTER 2","MALE","FEATHER","1"
"EMIRATES JIU-JITSU CENTER","BROWN","MASTER 1","MALE","MEDIUM HEAVY","1"
"EMIRATES JIU-JITSU CENTER","WHITE","ADULT","FEMALE","MIDDLE","1"
"EMIRATES JIU-JITSU CENTER","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"EMIRATES JIU-JITSU CENTER","PURPLE","MASTER 1","MALE","LIGHT","2"
"EMIRATES JIU-JITSU CENTER","BLUE","MASTER 2","MALE","MIDDLE","1"
"EMIRATES JIU-JITSU CENTER","BROWN","MASTER 1","MALE","MIDDLE","1"
"EMIRATES JIU-JITSU CENTER","WHITE","ADULT","MALE","FEATHER","1"
"EMIRATES JIU-JITSU CENTER","PURPLE","ADULT","MALE","MIDDLE","1"
"EMIRATES JIU-JITSU CENTER","BLUE","ADULT","MALE","LIGHT","2"
"AVIGNON BRAZILIAN JIU-JITSU","BLUE","MASTER 1","MALE","LIGHT","1"
"AVIGNON BRAZILIAN JIU-JITSU","WHITE","ADULT","MALE","LIGHT","1"
"AVIGNON BRAZILIAN JIU-JITSU","BROWN","MASTER 3","MALE","LIGHT","1"
"ACADEMIA POA","BROWN","MASTER 2","MALE","MIDDLE","1"
"ACADEMIA POA","BLACK","MASTER 1","MALE","LIGHT","1"
"ACADEMIA POA","BLUE","ADULT","MALE","MIDDLE","1"
"ACADEMIA POA","WHITE","ADULT","MALE","LIGHT","1"
"GARCIA TOP TEAM","WHITE","MASTER 1","MALE","FEATHER","1"
"JOE MOREIRA","BLUE","ADULT","FEMALE","LIGHT","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","WHITE","ADULT","MALE","HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","ADULT","MALE","LIGHT","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","MASTER 2","MALE","SUPER HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","MASTER 4","MALE","MIDDLE","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","ADULT","MALE","HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","MASTER 1","MALE","LIGHT","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","PURPLE","MASTER 6","MALE","MEDIUM HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","MASTER 2","MALE","FEATHER","2"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BROWN","MASTER 2","MALE","ULTRA HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLACK","MASTER 1","MALE","FEATHER","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","WHITE","MASTER 1","MALE","MEDIUM HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","ADULT","MALE","FEATHER","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BROWN","MASTER 3","MALE","MIDDLE","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","MASTER 3","MALE","MEDIUM HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","WHITE","ADULT","MALE","LIGHT","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","PURPLE","MASTER 2","MALE","FEATHER","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","PURPLE","MASTER 4","MALE","LIGHT","2"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","MASTER 2","MALE","ULTRA HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","MASTER 2","MALE","LIGHT FEATHER","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","PURPLE","MASTER 4","MALE","MIDDLE","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","BLUE","MASTER 4","MALE","LIGHT","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","PURPLE","MASTER 2","MALE","MIDDLE","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","PURPLE","MASTER 4","MALE","MEDIUM HEAVY","1"
"BJJ REVOLUTION TEAM - INTERNATIONAL","PURPLE","MASTER 3","MALE","FEATHER","1"
"RILION GRACIE JIU-JITSU ACADEMY","BLACK","MASTER 2","MALE","MIDDLE","1"
"UNIFIED JIU JITSU","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"WAZA","WHITE","ADULT","MALE","HEAVY","1"
"WAZA","PURPLE","ADULT","MALE","FEATHER","1"
"WAZA","BLUE","MASTER 3","MALE","MIDDLE","1"
"WAZA","WHITE","MASTER 2","MALE","MEDIUM HEAVY","1"
"WAZA","WHITE","ADULT","FEMALE","FEATHER","1"
"WAZA","PURPLE","MASTER 1","FEMALE","MIDDLE","1"
"WAZA","BLUE","MASTER 1","MALE","LIGHT FEATHER","1"
"WAZA","BROWN","MASTER 2","MALE","MIDDLE","1"
"WAZA","WHITE","JUVENILE 1","MALE","LIGHT","1"
"WAZA","WHITE","MASTER 2","MALE","LIGHT FEATHER","1"
"WAZA","WHITE","MASTER 1","MALE","SUPER HEAVY","1"
"WAZA","WHITE","ADULT","MALE","LIGHT","1"
"GILE RIBEIRO JJ","PURPLE","MASTER 1","MALE","LIGHT","1"
"GUIGO JJ","BLUE","ADULT","MALE","MIDDLE","1"
"GUIGO JJ","BLUE","ADULT","FEMALE","LIGHT","1"
"GRACIE ELITE TEAM","PURPLE","MASTER 1","MALE","MIDDLE","1"
"GRACIE ELITE TEAM","WHITE","ADULT","MALE","MIDDLE","1"
"GRACIE ELITE TEAM","BROWN","ADULT","MALE","LIGHT FEATHER","1"
"GRACIE ELITE TEAM","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"JACKSON PAULO TEAM","PURPLE","ADULT","MALE","FEATHER","1"
"JACKSON PAULO TEAM","WHITE","MASTER 2","MALE","FEATHER","1"
"JACKSON PAULO TEAM","BROWN","MASTER 4","MALE","MIDDLE","1"
"JACKSON PAULO TEAM","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"JACKSON PAULO TEAM","BLACK","MASTER 1","MALE","ULTRA HEAVY","1"
"JACKSON PAULO TEAM","BROWN","ADULT","MALE","ROOSTER","1"
"JACKSON PAULO TEAM","BLUE","ADULT","MALE","ULTRA HEAVY","1"
"HILTI BJJ TAMPERE","BLUE","ADULT","FEMALE","LIGHT FEATHER","1"
"HILTI BJJ TAMPERE","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"HILTI BJJ TAMPERE","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"HILTI BJJ TAMPERE","BLUE","ADULT","MALE","HEAVY","1"
"HILTI BJJ TAMPERE","PURPLE","ADULT","MALE","HEAVY","1"
"HILTI BJJ TAMPERE","BROWN","ADULT","MALE","SUPER HEAVY","1"
"HILTI BJJ TAMPERE","BLUE","ADULT","MALE","LIGHT","1"
"JUNGLE BJJ","PURPLE","ADULT","MALE","SUPER HEAVY","1"
"JUNGLE BJJ","BLUE","ADULT","MALE","LIGHT","1"
"TEAM GIL CATARINO","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"TEAM GIL CATARINO","BLUE","MASTER 1","MALE","LIGHT","1"
"TEAM GIL CATARINO","BROWN","MASTER 1","MALE","FEATHER","2"
"TEAM GIL CATARINO","PURPLE","MASTER 1","MALE","FEATHER","2"
"TEAM GIL CATARINO","BLUE","ADULT","MALE","LIGHT FEATHER","1"
"TEAM GIL CATARINO","BLUE","MASTER 2","MALE","FEATHER","2"
"TEAM GIL CATARINO","PURPLE","MASTER 2","MALE","LIGHT","1"
"TEAM GIL CATARINO","BLUE","ADULT","FEMALE","LIGHT FEATHER","1"
"TEAM GIL CATARINO","WHITE","ADULT","FEMALE","FEATHER","1"
"TEAM GIL CATARINO","BLACK","MASTER 1","MALE","LIGHT FEATHER","1"
"TEAM GIL CATARINO","BROWN","MASTER 1","MALE","LIGHT FEATHER","1"
"TEAM GIL CATARINO","BLUE","ADULT","MALE","FEATHER","1"
"TEAM GIL CATARINO","PURPLE","MASTER 1","MALE","SUPER HEAVY","1"
"TEAM GIL CATARINO","WHITE","MASTER 1","MALE","HEAVY","1"
"TEAM GIL CATARINO","BLUE","ADULT","MALE","MIDDLE","1"
"TEAM GIL CATARINO","BLUE","MASTER 2","MALE","HEAVY","1"
"TEAM GIL CATARINO","WHITE","ADULT","MALE","LIGHT","1"
"TEAM GIL CATARINO","PURPLE","MASTER 1","FEMALE","LIGHT","1"
"TEAM GIL CATARINO","WHITE","ADULT","FEMALE","MEDIUM HEAVY","1"
"TEAM GIL CATARINO","PURPLE","ADULT","MALE","LIGHT","1"
"TEAM GIL CATARINO","BLUE","MASTER 2","MALE","MIDDLE","1"
"TEAM GIL CATARINO","WHITE","ADULT","FEMALE","LIGHT","1"
"TEAM GIL CATARINO","WHITE","MASTER 2","MALE","LIGHT","1"
"TEAM GIL CATARINO","BROWN","MASTER 2","MALE","LIGHT","2"
"TEAM GIL CATARINO","BLACK","MASTER 2","MALE","LIGHT","2"
"TEAM GIL CATARINO","BLUE","MASTER 3","MALE","LIGHT","1"
"ANDRE MANECO BJJ","BLACK","MASTER 3","MALE","LIGHT","1"
"GRACIE REUNION JJ","WHITE","MASTER 2","MALE","MIDDLE","1"
"GRACIE REUNION JJ","BLUE","MASTER 1","MALE","LIGHT FEATHER","1"
"GRACIE BARRA BENFICA, LISBOA","BLUE","ADULT","MALE","MIDDLE","1"
"FIGHTZONE - STOCKHOLM","BLUE","ADULT","MALE","FEATHER","1"
"FIGHTZONE - STOCKHOLM","BLUE","MASTER 1","FEMALE","LIGHT","1"
"FIGHTZONE - STOCKHOLM","WHITE","MASTER 2","MALE","FEATHER","1"
"FIGHTZONE - STOCKHOLM","BLUE","MASTER 2","MALE","MIDDLE","1"
"ACADEMIA PITBULL","PURPLE","ADULT","MALE","LIGHT FEATHER","1"
"CYCLONE","PURPLE","MASTER 2","MALE","SUPER HEAVY","1"
"CYCLONE","BLACK","ADULT","MALE","LIGHT FEATHER","1"
"CYCLONE","BLACK","ADULT","MALE","FEATHER","1"
"CYCLONE","PURPLE","ADULT","FEMALE","LIGHT FEATHER","1"
"CYCLONE","BROWN","MASTER 4","MALE","FEATHER","1"
"CHECK MAT BRASIL","PURPLE","ADULT","MALE","LIGHT","1"
"ALLIANCE JJ","WHITE","ADULT","MALE","MIDDLE","2"
"ALLIANCE JJ","PURPLE","ADULT","MALE","MEDIUM HEAVY","1"
"ALLIANCE JJ","BLUE","ADULT","MALE","LIGHT","2"
"JIU-JITSU BROTHERHOOD","WHITE","ADULT","MALE","LIGHT FEATHER","1"
"JIU-JITSU BROTHERHOOD","BROWN","MASTER 2","MALE","HEAVY","1"
"JIU-JITSU BROTHERHOOD","WHITE","MASTER 1","MALE","LIGHT","1"
"POGONA CLUB GYM","BLACK","MASTER 3","MALE","FEATHER","1"
"HILTI BJJ KUOPIO","BLUE","ADULT","MALE","SUPER HEAVY","1"
"HILTI BJJ KUOPIO","PURPLE","ADULT","FEMALE","MIDDLE","1"
"ACADEMIE PYTHAGORE","PURPLE","ADULT","MALE","FEATHER","1"
"ACADEMIE PYTHAGORE","WHITE","ADULT","MALE","MIDDLE","1"
"ACADEMIE PYTHAGORE","PURPLE","MASTER 3","MALE","MIDDLE","1"
"ACADEMIE PYTHAGORE","BLACK","MASTER 1","MALE","MIDDLE","1"
"ACADEMIE PYTHAGORE","BROWN","ADULT","MALE","MEDIUM HEAVY","1"
"ACADEMIE PYTHAGORE","BLUE","ADULT","MALE","MEDIUM HEAVY","1"
"ACADEMIE PYTHAGORE","PURPLE","MASTER 4","MALE","HEAVY","1"
"ACADEMIE PYTHAGORE","BLACK","MASTER 3","MALE","FEATHER","1"
"ACADEMIE PYTHAGORE","BLACK","MASTER 1","MALE","FEATHER","1"
"ACADEMIE PYTHAGORE","BLUE","MASTER 3","MALE","FEATHER","1"
